epoch,train_loss,train_acc,val_loss,val_acc,val_precision,val_recall,val_f1
1,0.7042197361588478,55.41666666666667,0.7691620588302612,53.333333333333336,0.2711864406779661,0.48484848484848486,0.3478260869565218
2,0.7320186942815781,53.75,0.6877453327178955,55.00000000000001,0.275,0.5,0.3548387096774194
3,0.6831129938364029,55.41666666666667,0.7015146911144257,45.0,0.47413793103448276,0.4966329966329966,0.334453781512605
4,0.6933455839753151,47.083333333333336,0.6928706169128418,46.666666666666664,0.5614035087719298,0.5117845117845118,0.3650793650793651
5,0.6860724464058876,50.83333333333333,0.69047811627388,55.00000000000001,0.275,0.5,0.3548387096774194
6,0.6819940730929375,54.58333333333333,0.6966052055358887,53.333333333333336,0.2711864406779661,0.48484848484848486,0.3478260869565218
7,0.6807172447443008,55.41666666666667,0.6910417079925537,55.00000000000001,0.275,0.5,0.3548387096774194
8,0.6759197264909744,54.58333333333333,0.6966999769210815,53.333333333333336,0.2711864406779661,0.48484848484848486,0.3478260869565218
9,0.6767654716968536,54.166666666666664,0.7024137675762177,51.66666666666667,0.2672413793103448,0.4696969696969697,0.3406593406593406
10,0.6791946962475777,55.41666666666667,0.7017740309238434,53.333333333333336,0.2711864406779661,0.48484848484848486,0.3478260869565218
11,0.665501780807972,56.25,0.6983843445777893,51.66666666666667,0.2672413793103448,0.4696969696969697,0.3406593406593406
12,0.6618574410676956,57.08333333333333,0.6720922589302063,56.666666666666664,0.6140350877192982,0.5218855218855218,0.42222222222222217
13,0.6247083693742752,69.16666666666667,0.6386156678199768,68.33333333333333,0.6805555555555556,0.6750841750841751,0.6760443307757886
14,0.5203777141869068,81.25,0.5627363920211792,68.33333333333333,0.7045454545454546,0.6616161616161615,0.655693144065237
15,0.29205457866191864,91.66666666666666,0.4254573881626129,85.0,0.875,0.8367003367003367,0.8426114835324978
16,0.14798416243866086,96.66666666666667,0.5998092591762543,80.0,0.8049353701527615,0.7912457912457913,0.7942857142857143
17,0.11375410994514823,97.08333333333333,0.8965924978256226,71.66666666666667,0.7817460317460317,0.739057239057239,0.7101449275362319
18,0.14830307429656386,95.83333333333334,0.691733717918396,80.0,0.8131868131868132,0.7878787878787878,0.7916666666666666
19,0.06027817074209452,99.16666666666667,0.5236410200595856,80.0,0.8,0.7946127946127945,0.7963800904977376
20,0.041932919062674046,99.16666666666667,0.5813215672969818,83.33333333333334,0.8342857142857143,0.8282828282828283,0.830316742081448
21,0.029745136853307486,99.58333333333333,0.7312835156917572,78.33333333333333,0.7906698564593302,0.7727272727272727,0.7757976430008623
22,0.027354065561667085,99.58333333333333,0.7387075126171112,81.66666666666667,0.8265550239234449,0.8063973063973064,0.8102903133084219
23,0.019480597518850118,99.58333333333333,0.7555992752313614,81.66666666666667,0.8194444444444444,0.8097643097643097,0.8124467178175618
24,0.02418688201578334,99.58333333333333,0.8954426646232605,81.66666666666667,0.875,0.7962962962962963,0.8006644518272426
